iteration,model,problem,condition,response,timestamp
955,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:26
956,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:26
957,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:26
958,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:26
959,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:26
960,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:26
961,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:26
962,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:26
963,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:26
964,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:26
965,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:26
966,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:26
967,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:26
968,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:26
969,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:26
970,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:26
971,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:26
972,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:26
973,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:26
974,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:26
975,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:26
976,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:26
977,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:26
978,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:26
979,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:26
980,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:26
981,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:26
982,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:27
983,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
984,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
985,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
986,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:27
987,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
988,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
989,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
990,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
991,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
992,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
993,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
994,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
995,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
996,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
997,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
998,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
999,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1000,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1001,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1002,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:27
1003,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1004,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1005,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1006,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1007,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1008,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1009,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1010,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1011,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1012,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1013,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1014,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1015,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1016,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:27
1017,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:27
1018,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1019,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1020,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1021,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1022,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1023,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1024,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1025,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1026,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1027,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1028,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1029,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1030,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1031,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1032,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1033,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1034,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1035,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1036,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
1037,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1038,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1039,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1040,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1041,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1042,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:27
1043,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1044,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1045,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1046,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1047,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1048,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1049,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1050,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1051,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:27
1052,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1053,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1054,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1055,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1056,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1057,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1058,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1059,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1060,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1061,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
1062,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1063,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1064,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1065,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1066,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1067,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1068,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1069,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1070,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1071,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
1072,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1073,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1074,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1075,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1076,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1077,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1078,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1079,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1080,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1081,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:27
1082,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1083,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:27
1084,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1085,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:27
1086,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1087,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:27
1088,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:27
1089,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1090,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1091,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1092,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1093,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:27
1094,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1095,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1096,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
1097,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:27
1098,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1099,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:27
1100,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1101,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:27
1102,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:27
1103,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:27
1104,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:27
1105,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:27
1106,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:27
1107,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:29
1108,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1109,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1110,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1111,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:29
1112,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:29
1113,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1114,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:29
1115,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1116,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1117,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1118,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1119,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1120,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1121,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:29
1122,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1123,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1124,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:29
1125,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1126,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1127,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1128,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1129,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:29
1130,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1131,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:29
1132,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:29
1133,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1134,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1135,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1136,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:29
1137,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:29
1138,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1139,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:29
1140,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1141,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1142,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1143,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1144,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:29
1145,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1146,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:29
1147,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:29
1148,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1149,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1150,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1151,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:29
1152,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1153,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1154,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1155,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1156,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1157,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:29
1158,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:29
1159,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1160,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1161,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1162,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:29
1163,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1164,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:29
1165,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:29
1166,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:29
1167,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1168,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1169,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1170,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1171,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:29
1172,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:29
1173,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:29
1174,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:29
1175,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:29
1176,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:29
1177,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1178,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1179,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1180,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1181,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1182,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1183,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1184,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1185,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1186,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1187,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1188,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1189,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1190,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1191,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1192,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1193,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1194,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1195,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1196,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1197,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1198,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1199,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1200,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1201,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1202,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:30
1203,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1204,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1205,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1206,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1207,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1208,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:30
1209,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1210,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1211,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:30
1212,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1213,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1214,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1215,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1216,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1217,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1218,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1219,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1220,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1221,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1222,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1223,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
1224,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:30
1225,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:30
1226,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:30
1227,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:30
1228,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:30
1229,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:30
1230,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:30
1231,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:30
1232,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:30
1233,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:30
